text,state
Biden just called a woman voter at a rally in NH a dog face pony soldier liar. Biden is a sexist & needs to go.,utah
"I'm sorry, but if its Bloomberg vs. Trump, you should vote for Bloomberg.  Priority 1 has to be stopping fascism.",utah
The filthy rich that run the media don't like Senator Warren because she WILL hold Wall St. and their ilk to account and they won't promote THAT!,utah
I think they mean unaffiliated with a political party? Bc he's independent? But he runs as a Democrat abd caucuses with them soooo,utah
Yes. Dems let crooks go free and hassle law-abiding citizens.  If you're a Dem you get a wink and a nod. That's weaponized government against the people. We see a lot of that lately.,utah
True socialism is nowhere near. No one is talking about it.   Responsible capitalism is what Bernie and warren are pushing.,utah
@RonJohnsonWI is a 2 faced lying sob he wrote a letter to the government of Ukraine in support of @JoeBiden in 2016 signed by 6 other senators @RonJohnsonWI office is now investigating joe biden on the Ukraine deal knowing there was nothing sinister going on lying sack of shit,utah
31st NOT 1st. That's it for Iowa. No more going first in the Dem primaries/caucuses. No more skewing the electoral process toward an non-representative population. Iowa needs to vote 31st in line- which is their ranking in population in the US. Enough is enough. #31stNOT1stpic.twitter.com/QQvScmOrQW,utah
"I cry foul, I know for sure John Yang gots some votes",utah
"He's proposing Medicare for anyone who wants it, so if he wins you can still have healthcare. (I'm actually supporting Warren, but I think both of their healthcare plans are a major step in the right direction).",utah
"Nothing new, just DNC trying to rig the elections for an establishment Dem again. :)",utah
Trump is undermining every Democrat he can. Any little problem he makes a big deal out of it. He needs to mind his own business.   HE things he is king of EVERYBODY!!! HE IS federal and is sticking his nose in state BUSINESS.  He must stop now!! HE has no boundaries,utah
"Same. Until Iowa happened, I thought Biden would be the most practical choice. However, very poor performance in Iowa and his ever increasing bitterness and anger in the face of a stiff competition makes me wonder whether he can pull it off against Trump in the general election.",utah
Thankfully he move out of Massachusetts. Unfortunately we have the embarassment of Lizzie Warren and Markey. Never mind McGovern. God help us!  How do they get into office?,vermont
can you hold off a bit? was a bit early last time,vermont
Bernie Sanders lost Iowa   #turnmeoninfourwords,vermont
DO NOT NUT ON MY GLASSES I NEED DEM TO SEE,vermont
"It's ok, he is a Dem, no big deal if one of their own does this crap.",vermont
"Methinks you are so ingrained in Bernie that you can't see anything else as possibilities. BTW, amazingly Sanders has gained almost a thousand votes in Black Hawk county with now 95% of the votes. The vote-counting is a clustercluck, but I'm not going down the conspiracy road.",vermont
Damn it I meant to hit corrupt. your poll is flawed now because of my lack or coordination. My apologies.  But yeah this is to be expected. The DNC will burn itself down and help Trump before they allow Sanders to bring a political revolution.,vermont
"Lol, no. Black people know Sanders isn't our guy.",vermont
I hope yang exceeds your expectations but you have been right so far. Love the videos and the negative comments make me laugh ,vermont
PRICELESS! Commie Warren loses again. That woman could never tell the truth and never will.,vermont
"Want to vote in the NY Presidential Primary on April 28th? You need to be registered with a party to do so. Register with a party or change your affiliation by this Friday, February 14th, to VOTE! ",vermont
"Iowa should not be the first, and the caucus model is stupid.",vermont
Anyone: [asks me about my political views] Me: [In Hank Hill voice] do I look like I know what a buttigieg is,vermont
No. In and out baby,vermont
"He is saying stop pandering and getting distracted by stupid stuff that alienates large portions of your voters. He seems to think that Warren has what it takes but is getting bad advice, hopes that she will come to her senses and tack right. Has less faith in others.",vermont
"I live in NJ & work b/w NJ & NY & I have to tell you that most ppl I knew liked Bloomberg as mayor. How the fuck did he get NYers to agree to CHANGE THE LAW so he could be mayor for a 3rd term? You can't get NY'ers to agree on ANYTHING.  I don't WANT to vote for him, but I will.",vermont
Bernie Sanders lost Iowa   #turnmeoninfourwords,virginia
"boy my daddy really had me spoil. i never use to iron my uniform, wash dishes, wash clothes. nothing. every sunday my uniform use to be line off in my room stiff stiff. betters believe ine doing that for my children jack. yall gin wash dem dishes",virginia
PRICELESS! Commie Warren loses again. That woman could never tell the truth and never will.,virginia
"He is saying stop pandering and getting distracted by stupid stuff that alienates large portions of your voters. He seems to think that Warren has what it takes but is getting bad advice, hopes that she will come to her senses and tack right. Has less faith in others.",virginia
That's not what we heard FROM Bernie's voters last time and this time we need ALL to care enough to VOTE FOR ANY DEM. So pray like you never have before because trump will destroy US and a DEM won't!!,virginia
I cannot wait!,virginia
"Well, thats...jumping the shark on a run. Biden going 0 for 3?",virginia
"soooo... he's going to resign from DNC and then immed. get hired as ""honorary chair"" of Buttigieg's campaign?",virginia
PATRICK IO TI PREGO TI INVOCO INIZIA A FARE SCHERZI FINO A CHE TI RIMANE FIATO ... TARTASSA QUELLA CASA DI SCHERZI E DI EUFORIA .... VACCE PESANTE SE SERVE FALLO PER NOI TUTTI #GFVIP,virginia
Welcome aboard! The Dems have to be big on dividing people-its all they have . Dem party platform is  socialist goals( really communist)  and dividing people is part of a 50 year communist plan to get your freedom and power. It's amazing if one looks up CPUSA goals from the 60s,virginia
Thankfully he move out of Massachusetts. Unfortunately we have the embarassment of Lizzie Warren and Markey. Never mind McGovern. God help us!  How do they get into office?,virginia
Amy K seems to be hurting Biden more than Buttigieg.,virginia
"Lol, no. Black people know Sanders isn't our guy.",virginia
Biden is your only choice?,virginia
"@fellformel I too was told were we part native american. My mom told me to put it on my law school application. I didnt because I had not suffered the injustices as they did. I didnt deserve special treatment. You and Warren didnt either, but you tried to game the system.",virginia
Translation: The Dems caucus is rascist,virginia
"I think the media narrative is ""Biden needs to hold strong in the next 2 states or else"" it's Bernie or Bloomberg. Which is what the national polling averages also indicate",idaho
Will Elizabeth Warren disavow her supporters who brought a coffin to mock Joe Biden's loss of his wife and children?  That is something I am interested in,idaho
"Leaving aside stop and frisk, he's on record waving off privacy concerns saying that he approves of the idea of every email being read by law enforcement.  A person's ideology doesn't turn on a dime when they switch parties. Bloomberg's record is that of a G.W. Bush Republican.",idaho
"I've said since '16 -- WARREN! How many politicians do you know who:  In joint income tax filings, never has made even &1M. Has NO skeletons or baggage. Became a politician BY ACCLAMATION after the bailouts put her in the public eye. No one running can match her integrity.",idaho
Marianne Williamson and Andrew Yang.,idaho
You deserve Hillary for supporting bloomberg,idaho
Warren all the way!,idaho
"Bloomberg is just the Mirror, Mirror version of Trump. No thanks.",idaho
The truth hurts.  Well done to those who shared facts about Bloomberg a racist sexist who will NEVER get my vote.,idaho
All of that and republican states are still the poorest in the country. Young people go to school in republican states and make a career in democrat states ,idaho
Thank you!  She's my first choice too.  Our primary isn't until May.,idaho
the day sanders manages to get elected pic.twitter.com/K32A3ynY0O,idaho
"Join TDW South Plains to acquaint yourself with the Democratic Primary Ballot!  FAQ Session, office holders, & how to make sure your vote counts!  Groves Library 5520 19th Street Lubbock, TX 79407 pic.twitter.com/t0h415sJIv",idaho
"This speaks volumes, to me, about you and the Warren crew! I'm Team W, but I'm really, really grateful to you for giving your time and energy to primary. Thank you! And proud of you, Team Warren! ",idaho
"As a Dem, I have to agree.",idaho
Bloomberg tweeted that you and he know the same people in New York and that they share an opinion of you. Can't wait to find out what it is and who they are.,idaho
he really wanna touch the bloomberg,michigan
Biden?! Seriously?  wow okay. Totally believable,michigan
I have a lot of questions about Bloomberg using Obama in his ads,michigan
Well I've read his plan and you can too.  Warren is my second so i don't see why your attacking me when i was engaging civically with you,michigan
"Lets be fair, this is partly Patrick Sharp's fault for being ridiculously good looking.",michigan
"Hard to tell with your countries crazy Electoral College if it was a true Democracy where the one with the most votes win I would say definitely a Moderate,I personally like Pete because he resembles the most popular Dem Presidents JFK,Clinton & Obama all young,smart & Moderates",michigan
I have a lot of questions about Bloomberg using Obama in his ads,michigan
The media sees that biden is toast. So they escalate bloom to suppress Bernie.,michigan
he really wanna touch the bloomberg,michigan
"Bloomberg's pitch is ""I'm a racist tax dodging billionaire who WON'T brag about sexual assault"" also as a Bernie fan I apologize if this VERY HURTFUL tweet drives you to nEvEr VoTE fOr BerNiE, weird how Bloomberg's racist rant didn't make you say No that fast but you do you",michigan
"I'm with you, save for that idiot Sanders picking Gabbard as a running mate. But hopefully people are smarter than to let it get to that and Kloduchar is the nominee...",michigan
You know why.,michigan
"I need to clarify this based on the comments. Rep. Jayapal's M4A bill has no out-of-pocket costs. Sen. Sanders's bill has no OOP costs except for a maximum of $200/person for prescription drugs.   Both are great bills, but because Jayapal's bill eliminates OOP costs, I prefer it.",michigan
CNN is like the obsessive boyfriend who won't let go of the ex (Biden). Let it go! @Bakari_Sellers @KirstenPowers @andersoncooper @JenGranholm,michigan
He's a Democrat how much more evidence do you need? There's not a damn one of them that doesn't belong in jail let alone running for president.,michigan
"It's a COMBINED school. Primary = Grade R to 7, and  Secondary/High = Grade 8 to 12. Do you understand now Sir? Mistakes are there to be rectified. Maybe the lady meant Grade 8...just admit.",michigan
"Sir do you not feel the fear in most of US? The country is burning....being destroyed by these traitors!  You and the other leaders in Dem Party need to get together, get the ex Presidents and lead US in mass demonstrations!  #Resist",mississippi
"Indeed, but we read from left to right, not vice versa, and Bernie had to rise one place if Biden has fallen two places.",mississippi
The media sees that biden is toast. So they escalate bloom to suppress Bernie.,mississippi
Thank you!  She's my first choice too.  Our primary isn't until May.,mississippi
stop tweeting about bloomberg and start texting for bernie,mississippi
"I need to clarify this based on the comments. Rep. Jayapal's M4A bill has no out-of-pocket costs. Sen. Sanders's bill has no OOP costs except for a maximum of $200/person for prescription drugs.   Both are great bills, but because Jayapal's bill eliminates OOP costs, I prefer it.",mississippi
Yes King - you dem ways too.,mississippi
Biden?! Seriously?  wow okay. Totally believable,mississippi
"Hard to tell with your countries crazy Electoral College if it was a true Democracy where the one with the most votes win I would say definitely a Moderate,I personally like Pete because he resembles the most popular Dem Presidents JFK,Clinton & Obama all young,smart & Moderates",mississippi
Breaking news: Tulsi Gabbard doesn't vote in 2020 election because it is 'too partisan',mississippi
He's a Democrat how much more evidence do you need? There's not a damn one of them that doesn't belong in jail let alone running for president.,mississippi
"It's a COMBINED school. Primary = Grade R to 7, and  Secondary/High = Grade 8 to 12. Do you understand now Sir? Mistakes are there to be rectified. Maybe the lady meant Grade 8...just admit.",mississippi
"We certainly use it (and other preservatives) like it is the best thing in the world. And, your logic is rather faulty, Sweetheart.",mississippi
he really wanna touch the bloomberg,mississippi
Way to hard to model with the addition of early voting.  Any guess Jon on what percentage of voters will choose the early vote option? Looks like a lot less hassle than actually attending a caucus.,mississippi
You know why.,mississippi
I have a lot of questions about Bloomberg using Obama in his ads,missouri
"Trumps also put some of his money to good use, but a lot of it has been put to bad use   Mike bloomberg is no different",missouri
"Sir do you not feel the fear in most of US? The country is burning....being destroyed by these traitors!  You and the other leaders in Dem Party need to get together, get the ex Presidents and lead US in mass demonstrations!  #Resist",missouri
No thanks to both of those names. I like Yang because he can reach both sides.,missouri
"Indeed, but we read from left to right, not vice versa, and Bernie had to rise one place if Biden has fallen two places.",missouri
Hell no. There will be ads on black  radio how racist  Bloomberg was/is to suppress turnout. If he gets nominated the campaign  will be who is most racist. Ppl will get totally disgusted,missouri
he really wanna touch the bloomberg,missouri
The media sees that biden is toast. So they escalate bloom to suppress Bernie.,missouri
"Bloomberg is a capitalist only when it concerns himself, but socialist when it comes to everything else (though not as extreme as Sanders).",missouri
The eventual Dem Nom may be too weak to defeat Trump.,missouri
CNN is like the obsessive boyfriend who won't let go of the ex (Biden). Let it go! @Bakari_Sellers @KirstenPowers @andersoncooper @JenGranholm,missouri
Debate about to begin between state Rep. Dan Brady and his GOP primary opponent David Paul Blumenshine. pic.twitter.com/TQdPj1pUVv,missouri
Any Democrat for President,missouri
You are the only politician less like able than joe Biden.,missouri
Bloomberg at least isn't a filthy socialist.,missouri
But Bloomberg has pledged his money and resources to whoever the nominee is it's very sad that people are saying Bloomberg based on a bunch of TV ads because he hasn't even debated,missouri
"2018 DEM won running on ACA not M4A in red to purple districts. A divided message from candidates & top of the DEM ticket will cost both. In 2018 Bernie avoided Virginia, Alabama, West Va, Missouri, South Dakota, Pennsylvania, Arizona, Florida & Georgia ?",northdakota
Or South Dakota.  Clickety Clack! #Biden,northdakota
"Or South Dakota. He tends to get States mixed up that seem to sound similar by name. Or... Maybe he had a secret meeting with his future running mate: Mitt Romney. Two losers, that couldn't even beat Obama. One joined him, the other's a double-agent-Democrat like John McCain was.",northdakota
"so like a white man to justify misogyny and racism in one tweet. Bloomberg and Trump are the same white rich men to all the rest of us. big white thinkers like you are why i stopped getting the Nation. Trump is normal in south dakota, come visit, they're a dime a dozen.",northdakota
"Fake facts Patrick. Per Forbes: A gauge of consistent, sustained growth is a 10-year window, beginning in 2007 before the recession and continuing until 2017. Over the past decade, the top states by GDP growth are: North Dakota, Texas, Nebraska. Your immoral prez-nota effect!",northdakota
@ripley_dakota be like them quarters at the mall ,northdakota
Someone has to be on the front lines of this posting war against Bloomberg.,northdakota
"@BillClinton didn't win a single primary until Georgia (he lost the other contests held that day to Harkin, Brown, and Tsongas).   And then before that he had lost the first four contests (Iowa, New Hampshire, Maine, and South Dakota). @JoeBiden is still in the hunt. #Democrats",northdakota
"... & almost won Maine, (tied w/ Brown), which both are in New England; - Bob Kerrey was Nebraska senator who won South Dakota comfortably, a neighboring state; - Clinton came strong 2nd in New Hampshire, viable 3rd in Maine & South Dakota unlike Biden's decimation.",northdakota
"So why is Msss #Warren still in the race?   ""We all remember Bobby Kennedy was assassinated in June in California,"" Clinton told the editorial board of a South Dakota newspaper. "" I don't understand it,"" Clinton added, alluding to the calls for her to quit.",northdakota
"Intellectually, humbly, my Iowa/South Dakota farmer father could have given #Bloomberg quite an education.",northdakota
"By the way, Rudy's evidence goes much deeper than Biden.  Because his investigation was focused on corruption and election meddling.",northdakota
"Korang team bawal lovers ke tuwwww? Ni antara warna warna yang wajib ada dalam wardrobe korang since ,my team baru released bawal collection , so we decided to do GIVEAWAYY. Korang hanya perlu RT and we choose the winner on Sunday  Jangan luper follow ig  @ dakota.scarf pic.twitter.com/Fo25iSqbE0",northdakota
Republicans are afraid that they will vote Democrat.  RT @NaveedAJamali: Is there a logical reason why Washington DC and Puerto Rico are not states? If north and South Dakota can have representation why not DC and PR?,northdakota
"Intellectually, humbly, my Iowa/South Dakota farmer father could have given #Bloomberg quite an education.",northdakota
"A lot of people are asking ""what's next for the Elizabeth Warren campaign?""  On behalf of the campaign, I'll tell you what's next...  2/22 Nevada 2/29 South Carolina 3/3 Super Tuesday 3/10 N. Dakota, Idaho, Michigan, Mississippi, Missouri, Washington 3/14 Northern Marianas  1/3",northdakota
"RT @citizensmediatv@twitter.com  Reliable pollster. It's going to be very difficult for the Democratic Party to cheat away a 19 point lead, but no doubt they will try.  No mercy. Keep pushing.  Bernie Sanders will be the Dem nominee whether they like it or not.  #TheTimeIsNow",washington
"How about Isaiah Thomas, AI, Kawhi Leonard, Karl Malone and Patrick Ewing?",washington
Yes King - you dem ways too.,washington
"When are you getting rid of the ridiculous, antiquated caucus?",washington
"Welcome Ryan.  If Bernie continues his momentum or if Warren stages a massive comeback, we are stronger as a united progressive movement.  I know you have always been genuinely committed to that and it's wonderful to have your support now behind Bernie.  Solidarity.",washington
"Lets be fair, this is partly Patrick Sharp's fault for being ridiculously good looking.",washington
"I'd be a Democrat in the US, yes. (But remember that their entire political spectrum is shifted to the left, and that very progressive Dems occupy a lot of the same ideological space as UK centerists)",washington
Thank you!  She's my first choice too.  Our primary isn't until May.,washington
DO NOT NUT ON MY GLASSES I NEED DEM TO SEE,washington
When will dem/commies stop nit picking over every little thing Trump does or says?  No one would be able to live up to their standards--not even Obama.  The man can't even breathe or cough without their bitching at him or threatening an investigation.,washington
No thanks to both of those names. I like Yang because he can reach both sides.,washington
"It's a stretch, but I think Elizabeth Warren understands them, and what is more, knows what to do about ethically, and within the confines of law.",washington
Just thinking have you performed research on  Bernie Sanders? Here's your query: Bernie in Russia agreeing with Socialism semi nude. Bernie made supportive statements with George Wallace in 1970's. Bernie will not release his medical records following heart attack. Huh,washington
bernie sanders whips and nae nae's on the Murray Franklin show,washington
"Indeed, but we read from left to right, not vice versa, and Bernie had to rise one place if Biden has fallen two places.",washington
Too bad. He was terrific I highlight Dem incompetence.,washington
#Bloomberg accuses the rest of them pushing communism AND THE CROWD GOES SILENT. pic.twitter.com/t9IForVbCt,arizona
Warren is a little over the top tonight.  #Desperate,arizona
Watching this zoo called Nevada caucus. Early voting for caucus is moronic,arizona
These Dem Debates are wild,arizona
"I invest in the future and this stock going take over, juss need Tesla mek a link wid dem",arizona
That is why we need a real Democrat not a old pipe piper who is promising every thing free ?,arizona
"@JoeBiden appeal is widespread, and he's not to be written off yet. Plus every time I ask myself ""What if Biden gets elected?"" I relax,  thinking, ""we'd probably feel safe again."" #VoteBlueNoMatterWho #VoteBlueNoMatterWho2020",arizona
"If bloomburg wants to win he will have to become a champion of the left and that means he needs to attack trump,  this slightly humorous stuff wont win votes.   He needs to hire elizabeth warren to design attacks on trump and big oil for him.",arizona
"Stick to your principles, we have time. Don't be bullied, don't dismay, #Democrats are not the #Sheople, that's the #GOP.   Fall in Love in the primary.  Fall in Line in the general.  #BlueNoMatterWho #TakeBackTheSenate",arizona
Bryson DeChambeau and Patrick Reed 1-2 is every golf fans worst nightmare. If Kevin Nah slides into 3rd I'm not even watching tomorrow,arizona
This is going to be a disaster for Bloomberg and the Democrats,arizona
"@amyklobuchar's statement ""I'm sorry we can't all be as perfect as you, Pete"" was REPREHENSIBLE. As a lifelong #Dem originally from Kansas, I don't think she embodied Midwest values in the least. #Shame",arizona
wait she works for Biden now? That seems like a large shift,arizona
"I agree. Warren won the debate, Bernie is sounding like an old lp record that skips over and over. Biden  was everywhere and nowhere. Pete was canned as usual. Amy felt very uncomfortable, Bloomy will toss more helicopter money.",arizona
Mike Bloomberg is a Bigger Man any day over tiny small little minded traitor trump,arizona
"I wanted Kamila Harris!!!! I will always love Biden because of Obama, but I thought Warren and Pete were fantastic! I just didn't like that they were all bickering among themselves! They need to stand strong and go after Trump like they did in the first two debates.",arizona
"@CNN @AndrewYang Andrew Yang is unfit to be President, and unfit to be a CNN commentator. Jackson Rio Holmes",florida
"No country has the system Bernie describes. Let's be real. All social medicine countries, even a place like the UK which had a truly socialist system with government owned care centers, all have private insurance markets and doctors. I'm disappointed in Sanders. He can do better.",florida
Didn't even know Gabbard was still running lol,florida
He did what a good old Democrat does.put all these corrupt politicians in jail.,florida
No u a democrat   So what does it mean..?,florida
The language used in the dem debates is just so poor and sad to listen to. Instead of setting an example for what type of language and rhetoric should be used to represent our government the Democratic Party has fallen to the level of who is in the White House now.,florida
More and more ya better realize def gyal Na want no decent man inna dem life. Better get you a few dozen baby mommas and court cases b,florida
"I can't believe some people are saying they won't vote for Bloomberg if he's nominated. That's basically like voting for Trump. It's exactly how we got Trump, because people didn't like Hillary.   How do people not understand this??",florida
"So neither Trump nor Sanders, I assume?",florida
"If it comes down to it, please pull the Bloomberg lever. Please.",florida
Bernie is the enemy Democrat and Republicans unite to fight off this douche,florida
Your analysis of the current news cycle is indisputable. Stay tuned. The primary season has just begun.,florida
"I have to take a deep breath and try not lose it when I read Cubans, NICARAGUANS, Venezuelans, Ecuadorians and others who have left their Country because of communism and praise Bernie Sanders.  YOU'RE FUCKING IDIOTS. IF you support Bernie Sanders go home & be close to family.",florida
"On top of Bernie lavishing praise on the Castro regime in Cuba, the Sandinistas, and the Soviet Union, one of his top advisors - David Sirota - wrote this gem in 2013 for Salon.   Sanders is going to be an unmitigated disaster in a general election if he is the nominee. pic.twitter.com/5J0Bnk62Xx",florida
"Amy still looks good ..... this is a very annoying example, only Trump can get away with this and make it look funny. More amo for Trump ! Take all your money and support Yang.",florida
Bloomberg Racist!,florida
"I will #VoteBlueNoMatterWho. If a Dem doesn't win the election, our democracy is done. There is no doubt in my mind. Trump will take revenge on the Dems by destroying all of the social benefits we hold dear. He's a sick man.",illinois
50 bucks to  Warren!,illinois
"I am 100% confident that there is no way he's going to pick gabbard. You will see. If there are actually real living human beings that are hoping for this, I don't know what they are smoking. But I think it's got to be a disinformation campaign.",illinois
"Someone on this hellsite floated Gabbard as Bernie's running mate, and now I want to walk into the lake.",illinois
nobody likes it when I casually mention that every single presidential candidate is a republican (except sanders who is basically just a democrat 100 years ago),illinois
"The corpse of Biden that is, His wife should pull him from the race.",illinois
Which who divided and mostly depressed.      A few like warren.  Some Bernie.  Some Bloomberg/Biden.  But# all ( black and white and Latino young and old.  Wish someone more Inspiring,illinois
Oh please. Trump wants Sanders to win so they can run 10000 ads calling him a socialist.  End of story,illinois
"Thats why i am annoyed of bernie bros. Im for sanders but his base is like the blue maga crowd but minus the stupidity and believing in false info stuff, just equally passionate about their candidates.",illinois
"Unfortunately, the answer is yes. Especially when the sentencing is being determined by a liberal-left, socialist democrat judge; to a personal friend of our current President-a known D.C. beltway outsider Conservative, forced to run as a Repulican.",illinois
The only reason @realDonaldTrump pardoned @governorrod Blagojevich was for a quid pro quo for the next Democrat President to pardon @Trump .,illinois
Bernie has been unrealistic & inneffective/My way or no way BIDEN/WARREN HARRIS AG #VoteBlueNoMatterWho2020 4 DECENCY Dump Trump CULT COWARDLY GOP Senators #Education #TeaParty #AARP #Veterans #MeToo #GenX #Millenials #marchforourlives #Independents #Indigenous #P2 #Latino #BLM,illinois
Sanders should also be raising hell in the Senate to pass protective legislation.,illinois
Unity=BIDEN/WARREN HARRIS AG KLOBUCHAR SOS BUTTIGIEG HS CASTRO DHHS #VoteBlueNoMatterWho2020 4 DECENCY Dump Trump CULT COWARDLY GOP Senators #Education #TeaParty #AARP #Veterans #MeToo #GenX #Millenials #marchforourlives #1u #Independents #Indigenous #P2 #Latinx #BLM #LGBTQ,illinois
"The clearest lesson of this primary, is the people making the broadest declarations about cultural/racial voter preference continuously being the most wrong take.",illinois
Oh hey cool I can early vote starting tomorrow! Not an ex but still voting for Warren :),illinois
